,participant,response,SAT,contrast,exp,givenResp
15086,13,1,-0.5,0.5,1,-0.5
15087,13,1,-0.5,0.0,1,-0.5
15088,13,0,-0.5,-0.25,1,-0.5
15089,13,0,-0.5,-0.25,1,0.5
15090,13,1,-0.5,0.25,1,0.5
15091,13,1,-0.5,0.0,1,-0.5
15092,13,1,-0.5,0.25,1,0.5
15093,13,0,-0.5,-0.25,1,-0.5
15094,13,0,-0.5,-0.5,1,-0.5
15095,13,0,-0.5,0.25,1,0.5
15096,13,1,-0.5,0.25,1,0.5
15097,13,1,-0.5,0.0,1,0.5
15098,13,1,-0.5,0.0,1,-0.5
15099,13,1,-0.5,0.25,1,0.5
15100,13,0,-0.5,-0.25,1,-0.5
15101,13,0,-0.5,0.5,1,0.5
15102,13,1,-0.5,0.5,1,0.5
15103,13,1,-0.5,0.5,1,0.5
15104,13,0,-0.5,-0.5,1,-0.5
15105,13,1,-0.5,-0.5,1,0.5
15106,13,1,-0.5,0.25,1,-0.5
15107,13,1,-0.5,0.25,1,-0.5
15108,13,1,-0.5,-0.25,1,0.5
15109,13,1,-0.5,-0.5,1,-0.5
15110,13,1,-0.5,0.5,1,-0.5
15111,13,0,-0.5,0.0,1,0.5
15112,13,0,-0.5,-0.25,1,-0.5
15113,13,1,-0.5,0.5,1,-0.5
15114,13,1,-0.5,0.5,1,-0.5
15115,13,1,-0.5,0.5,1,0.5
15116,13,1,-0.5,0.0,1,0.5
15117,13,1,0.5,0.25,2,-0.5
15118,13,1,0.5,-0.5,2,-0.5
15119,13,1,0.5,0.0,2,0.5
15120,13,1,0.5,0.25,2,-0.5
15121,13,1,0.5,0.0,2,-0.5
15122,13,1,0.5,0.25,2,-0.5
15123,13,1,0.5,-0.5,2,-0.5
15124,13,0,0.5,-0.5,2,0.5
15125,13,1,0.5,0.0,2,-0.5
15126,13,1,0.5,0.0,2,0.5
15127,13,1,0.5,0.25,2,0.5
15128,13,1,0.5,0.0,2,0.5
15129,13,0,0.5,-0.5,2,0.5
15130,13,1,0.5,-0.5,2,-0.5
15131,13,0,0.5,-0.5,2,0.5
15132,13,1,0.5,0.25,2,0.5
15133,13,1,0.5,-0.5,2,-0.5
15134,13,1,0.5,0.25,2,0.5
15135,13,1,0.5,-0.5,2,-0.5
15136,13,1,0.5,0.25,2,0.5
15137,13,1,0.5,0.25,2,0.5
15138,13,1,0.5,0.25,2,0.5
15139,13,1,0.5,0.0,2,0.5
15140,13,0,0.5,-0.5,2,-0.5
15141,13,1,0.5,0.25,2,0.5
15142,13,1,0.5,0.0,2,-0.5
15143,13,1,0.5,0.25,2,-0.5
15144,13,1,0.5,0.0,2,0.5
15145,13,1,0.5,0.0,2,0.5
15146,13,0,0.5,-0.5,2,0.5
15147,13,1,0.5,0.0,2,-0.5
15148,13,1,0.5,0.0,2,0.5
15149,13,1,0.5,0.25,2,0.5
15150,13,1,0.5,-0.5,2,0.5
15151,13,1,0.5,0.25,2,0.5
15152,13,1,0.5,-0.5,2,0.5
15153,13,0,0.5,-0.5,2,0.5
15154,13,1,0.5,0.0,2,-0.5
15155,13,1,0.5,0.0,2,-0.5
15156,13,1,0.5,0.0,2,-0.5
15157,13,1,0.5,0.25,2,0.5
15158,13,0,0.5,-0.5,2,-0.5
15159,13,1,0.5,0.0,2,0.5
15160,13,0,0.5,-0.5,2,0.5
15161,13,1,0.5,0.0,2,0.5
15162,13,1,0.5,0.0,2,-0.5
15163,13,0,0.5,-0.5,2,-0.5
15164,13,1,0.5,0.0,2,0.5
15165,13,1,0.5,0.25,2,-0.5
15166,13,1,0.5,0.0,2,-0.5
15167,13,1,0.5,0.0,2,-0.5
15168,13,0,0.5,-0.5,2,-0.5
15169,13,1,0.5,0.25,2,-0.5
15170,13,0,0.5,-0.5,2,0.5
15171,13,1,0.5,-0.5,2,0.5
15172,13,1,0.5,0.0,2,-0.5
15173,13,1,0.5,0.0,2,-0.5
15174,13,0,0.5,-0.5,2,-0.5
15175,13,1,0.5,0.0,2,-0.5
15176,13,1,0.5,0.25,2,0.5
15177,13,0,0.5,-0.5,2,-0.5
15178,13,1,0.5,0.25,2,-0.5
15179,13,1,0.5,-0.5,2,-0.5
15180,13,1,0.5,0.25,2,-0.5
15181,13,1,0.5,0.25,2,0.5
15182,13,1,0.5,0.25,2,-0.5
15183,13,1,0.5,0.25,2,0.5
15184,13,0,0.5,-0.5,2,0.5
15185,13,1,0.5,0.0,2,0.5
15186,13,1,0.5,0.25,2,0.5
15187,13,1,0.5,0.0,2,0.5
15188,13,0,0.5,-0.5,2,-0.5
15189,13,1,0.5,0.25,2,-0.5
15190,13,1,0.5,0.0,2,-0.5
15191,13,1,0.5,0.25,2,-0.5
15192,13,1,0.5,-0.5,2,0.5
15193,13,1,0.5,-0.5,2,-0.5
15194,13,0,0.5,-0.5,2,-0.5
15195,13,1,0.5,0.25,2,0.5
15196,13,1,0.5,0.0,2,0.5
15197,13,1,0.5,0.25,2,0.5
15198,13,1,0.5,0.0,2,0.5
15199,13,1,0.5,0.0,2,-0.5
15200,13,1,0.5,0.25,2,-0.5
15201,13,1,0.5,0.25,2,-0.5
15202,13,1,0.5,0.0,2,-0.5
15203,13,1,0.5,0.0,2,0.5
15204,13,1,0.5,0.0,2,0.5
15205,13,1,0.5,0.25,2,-0.5
15206,13,1,0.5,0.25,2,-0.5
15207,13,0,0.5,-0.5,2,-0.5
15208,13,1,0.5,0.25,2,-0.5
15209,13,1,0.5,0.0,2,-0.5
15210,13,1,0.5,-0.5,2,0.5
15211,13,1,0.5,-0.5,2,0.5
15212,13,1,0.5,0.25,2,0.5
15213,13,1,0.5,0.25,2,0.5
15214,13,1,0.5,-0.5,2,0.5
15215,13,1,0.5,0.0,2,0.5
15216,13,1,0.5,0.0,2,0.5
15217,13,0,0.5,-0.5,2,-0.5
15218,13,1,0.5,0.0,2,-0.5
15219,13,1,0.5,-0.5,2,-0.5
15220,13,0,0.5,-0.5,2,0.5
15221,13,1,0.5,0.25,2,-0.5
15222,13,0,0.5,-0.5,2,0.5
15223,13,1,0.5,0.25,2,-0.5
15224,13,1,0.5,0.0,2,0.5
15225,13,1,0.5,0.0,2,0.5
15226,13,0,0.5,-0.5,2,0.5
15227,13,1,0.5,0.0,2,-0.5
15228,13,1,0.5,0.0,2,-0.5
15229,13,1,0.5,0.25,2,0.5
15230,13,1,0.5,0.25,2,-0.5
15231,13,1,0.5,0.25,2,0.5
15232,13,0,0.5,-0.5,2,-0.5
15233,13,1,0.5,-0.5,2,0.5
15234,13,0,0.5,-0.5,2,0.5
15235,13,1,0.5,0.0,2,-0.5
15236,13,1,0.5,0.25,2,0.5
15237,13,1,0.5,0.25,2,0.5
15238,13,1,0.5,0.25,2,-0.5
15239,13,1,0.5,0.25,2,0.5
15240,13,1,0.5,0.0,2,0.5
15241,13,0,0.5,-0.5,2,0.5
15242,13,0,0.5,-0.5,2,0.5
15243,13,1,0.5,0.0,2,0.5
15244,13,1,0.5,0.25,2,-0.5
15245,13,1,0.5,0.0,2,0.5
15246,13,1,0.5,0.25,2,-0.5
15247,13,1,0.5,0.0,2,0.5
15248,13,1,0.5,0.0,2,0.5
15249,13,1,0.5,0.25,2,-0.5
15250,13,1,0.5,-0.5,2,0.5
15251,13,1,0.5,0.25,2,0.5
15252,13,0,0.5,-0.5,2,-0.5
15253,13,1,0.5,0.25,2,-0.5
15254,13,1,0.5,-0.5,2,-0.5
15255,13,1,0.5,0.0,2,-0.5
15256,13,1,0.5,0.0,2,0.5
15257,13,0,0.5,-0.5,2,0.5
15258,13,1,0.5,0.25,2,-0.5
15259,13,1,0.5,-0.5,2,0.5
15260,13,1,0.5,0.0,2,0.5
15261,13,1,0.5,0.25,2,0.5
15262,13,1,0.5,-0.5,2,0.5
15263,13,1,0.5,0.25,2,-0.5
15264,13,0,0.5,0.0,2,0.5
15265,13,0,0.5,-0.5,2,0.5
15266,13,1,0.5,-0.5,2,0.5
15267,13,1,0.5,0.25,2,-0.5
15268,13,1,0.5,0.25,2,-0.5
15269,13,1,0.5,0.0,2,-0.5
15270,13,1,0.5,0.25,2,-0.5
15271,13,0,0.5,-0.5,2,-0.5
15272,13,1,0.5,0.25,2,0.5
15273,13,1,0.5,0.0,2,-0.5
15274,13,1,0.5,0.0,2,0.5
15275,13,1,0.5,-0.5,2,-0.5
15276,13,1,0.5,-0.5,2,-0.5
15277,13,1,0.5,0.25,2,0.5
15278,13,1,0.5,0.25,2,0.5
15279,13,1,0.5,0.0,2,-0.5
15280,13,1,0.5,0.25,2,-0.5
15281,13,1,0.5,0.0,2,0.5
15282,13,0,0.5,-0.5,2,0.5
15283,13,1,0.5,0.0,2,0.5
15284,13,1,0.5,-0.5,2,0.5
15285,13,1,0.5,0.0,2,-0.5
15286,13,1,0.5,0.25,2,-0.5
15287,13,1,0.5,0.25,2,-0.5
15288,13,1,0.5,0.25,2,0.5
15289,13,1,0.5,0.25,2,0.5
15290,13,1,0.5,0.25,2,-0.5
15291,13,1,0.5,0.25,2,-0.5
15292,13,1,0.5,0.0,2,-0.5
15293,13,1,0.5,0.0,2,-0.5
15294,13,1,0.5,0.25,2,0.5
15295,13,1,0.5,-0.5,2,0.5
15296,13,1,0.5,-0.5,2,0.5
15297,13,1,0.5,0.25,2,0.5
15298,13,0,0.5,-0.5,2,0.5
15299,13,0,0.5,-0.5,2,0.5
15300,13,0,0.5,-0.5,2,0.5
15301,13,0,0.5,-0.5,2,0.5
15302,13,1,0.5,0.0,2,-0.5
15303,13,1,0.5,0.0,2,-0.5
15304,13,1,0.5,0.0,2,-0.5
15305,13,1,0.5,-0.5,2,-0.5
15306,13,1,0.5,0.25,2,0.5
15307,13,1,0.5,-0.5,2,0.5
15308,13,1,0.5,0.0,2,0.5
15309,13,1,0.5,0.0,2,-0.5
15310,13,1,0.5,0.25,2,0.5
15311,13,1,0.5,0.25,2,-0.5
15312,13,0,0.5,-0.5,2,-0.5
15313,13,1,0.5,-0.5,2,-0.5
15314,13,1,0.5,0.0,2,0.5
15315,13,1,0.5,0.0,2,0.5
15316,13,1,0.5,0.0,2,-0.5
15317,13,1,0.5,-0.5,2,0.5
15318,13,1,0.5,-0.5,2,0.5
15319,13,1,0.5,-0.5,2,-0.5
15320,13,1,0.5,-0.5,2,0.5
15321,13,1,0.5,0.25,2,0.5
15322,13,1,0.5,0.0,2,0.5
15323,13,1,0.5,-0.5,2,0.5
15324,13,1,0.5,-0.5,2,0.5
15325,13,1,0.5,-0.5,2,-0.5
15326,13,1,0.5,0.0,2,0.5
15327,13,1,0.5,0.25,2,-0.5
15328,13,1,0.5,0.0,2,-0.5
15329,13,1,0.5,0.0,2,0.5
15330,13,1,0.5,0.25,2,0.5
15331,13,1,0.5,0.25,2,-0.5
15332,13,1,0.5,0.0,2,-0.5
15333,13,1,0.5,0.25,2,-0.5
15334,13,1,0.5,0.0,2,-0.5
15335,13,1,0.5,0.25,2,-0.5
15336,13,1,0.5,0.25,2,-0.5
15337,13,1,0.5,0.0,2,0.5
15338,13,1,0.5,0.0,2,-0.5
15339,13,1,0.5,0.0,2,0.5
15340,13,1,0.5,0.0,2,0.5
15341,13,1,0.5,0.25,2,-0.5
15342,13,1,0.5,0.0,2,-0.5
15343,13,1,0.5,0.0,2,0.5
15344,13,1,0.5,0.25,2,0.5
15345,13,0,0.5,-0.5,2,0.5
15346,13,0,0.5,-0.5,2,0.5
15347,13,1,0.5,-0.5,2,0.5
15348,13,0,0.5,-0.5,2,0.5
15349,13,1,0.5,0.0,2,0.5
15350,13,1,0.5,-0.5,2,0.5
15351,13,1,0.5,0.25,2,0.5
15352,13,1,0.5,-0.5,2,-0.5
15353,13,1,0.5,0.0,2,-0.5
15354,13,1,0.5,0.0,2,0.5
15355,13,1,0.5,0.0,2,0.5
15356,13,1,0.5,0.0,2,-0.5
15357,13,1,0.5,0.25,2,0.5
15358,13,1,0.5,0.25,2,0.5
15359,13,1,0.5,-0.5,2,0.5
15360,13,1,0.5,0.0,2,0.5
15361,13,1,0.5,0.0,2,0.5
15362,13,1,0.5,-0.5,2,-0.5
15363,13,1,0.5,0.0,2,0.5
15364,13,1,0.5,0.25,2,-0.5
15365,13,0,0.5,-0.5,2,-0.5
15366,13,1,0.5,0.0,2,0.5
15367,13,1,0.5,-0.5,2,-0.5
15368,13,1,0.5,0.25,2,-0.5
15369,13,1,0.5,0.0,2,0.5
15370,13,1,0.5,-0.5,2,-0.5
15371,13,1,0.5,0.25,2,-0.5
15372,13,0,0.5,-0.5,2,-0.5
15373,13,0,0.5,-0.5,2,-0.5
15374,13,1,0.5,0.0,2,0.5
15375,13,1,0.5,-0.5,2,-0.5
15376,13,0,0.5,-0.5,2,-0.5
15377,13,0,0.5,-0.5,2,-0.5
15378,13,0,0.5,-0.5,2,-0.5
15379,13,1,0.5,0.25,2,-0.5
15380,13,1,0.5,0.0,2,0.5
15381,13,1,0.5,0.0,2,-0.5
15382,13,1,0.5,0.0,2,-0.5
15383,13,0,0.5,-0.5,2,-0.5
15384,13,1,0.5,-0.5,2,-0.5
15385,13,1,0.5,0.25,2,0.5
15386,13,1,0.5,-0.5,2,0.5
15387,13,0,0.5,-0.5,2,0.5
15388,13,1,0.5,-0.5,2,-0.5
15389,13,1,0.5,0.25,2,0.5
15390,13,1,0.5,-0.5,2,-0.5
15391,13,1,0.5,0.0,2,0.5
15392,13,1,0.5,0.25,2,-0.5
15393,13,1,0.5,0.25,2,0.5
15394,13,1,0.5,0.25,2,0.5
15395,13,1,0.5,0.0,2,-0.5
15396,13,1,0.5,0.25,2,-0.5
15397,13,1,0.5,0.25,2,0.5
15398,13,1,0.5,0.25,2,0.5
15399,13,0,0.5,-0.5,2,0.5
15400,13,1,0.5,0.25,2,-0.5
15401,13,0,0.5,-0.5,2,0.5
15402,13,1,0.5,-0.5,2,0.5
15403,13,1,0.5,0.0,2,-0.5
15404,13,1,0.5,0.0,2,0.5
15405,13,1,0.5,0.25,2,-0.5
15406,13,1,0.5,0.25,2,0.5
15407,13,1,0.5,0.25,2,0.5
15408,13,1,0.5,0.25,2,0.5
15409,13,1,0.5,0.0,2,-0.5
15410,13,0,0.5,-0.5,2,0.5
15411,13,1,0.5,0.25,2,-0.5
15412,13,0,0.5,-0.5,2,0.5
15413,13,0,0.5,0.0,2,0.5
15414,13,1,0.5,0.25,2,0.5
15415,13,1,0.5,0.25,2,-0.5
15416,13,1,0.5,0.25,2,-0.5
15417,13,1,0.5,-0.5,2,0.5
15418,13,1,0.5,-0.5,2,0.5
15419,13,1,0.5,0.25,2,0.5
15420,13,1,0.5,0.0,2,-0.5
15421,13,0,0.5,-0.5,2,0.5
15422,13,1,0.5,0.25,2,0.5
15423,13,1,0.5,0.0,2,-0.5
15424,13,1,0.5,0.25,2,-0.5
15425,13,1,0.5,0.25,2,0.5
15426,13,1,0.5,0.0,2,-0.5
15427,13,1,0.5,0.25,2,-0.5
15428,13,1,0.5,0.0,2,0.5
15429,13,1,0.5,-0.5,2,0.5
15430,13,0,0.5,-0.5,2,0.5
15431,13,1,0.5,0.25,2,0.5
15432,13,1,0.5,0.0,2,-0.5
15433,13,1,0.5,0.0,2,-0.5
15434,13,1,0.5,0.0,2,0.5
15435,13,1,-0.5,-0.5,2,0.5
15436,13,1,-0.5,0.25,2,-0.5
15437,13,1,-0.5,0.25,2,0.5
15438,13,1,-0.5,0.0,2,0.5
15439,13,0,-0.5,-0.5,2,0.5
15440,13,1,-0.5,0.25,2,0.5
15441,13,1,-0.5,0.25,2,-0.5
15442,13,1,-0.5,0.0,2,-0.5
15443,13,0,-0.5,-0.5,2,-0.5
15444,13,0,-0.5,0.0,2,-0.5
15445,13,0,-0.5,-0.5,2,-0.5
15446,13,0,-0.5,-0.5,2,-0.5
15447,13,1,-0.5,0.25,2,0.5
15448,13,1,-0.5,0.0,2,-0.5
15449,13,1,-0.5,0.0,2,-0.5
15450,13,1,-0.5,0.0,2,-0.5
15451,13,0,-0.5,0.0,2,-0.5
15452,13,1,-0.5,0.25,2,-0.5
15453,13,1,-0.5,0.25,2,-0.5
15454,13,1,-0.5,-0.5,2,-0.5
15455,13,1,-0.5,0.0,2,-0.5
15456,13,1,-0.5,-0.5,2,-0.5
15457,13,0,-0.5,-0.5,2,0.5
15458,13,1,-0.5,0.25,2,0.5
15459,13,1,-0.5,-0.5,2,-0.5
15460,13,0,-0.5,-0.5,2,0.5
15461,13,1,-0.5,0.25,2,0.5
15462,13,1,-0.5,0.0,2,0.5
15463,13,1,-0.5,0.25,2,0.5
15464,13,1,-0.5,0.25,2,0.5
15465,13,0,-0.5,-0.5,2,-0.5
15466,13,0,-0.5,-0.5,2,-0.5
15467,13,0,-0.5,-0.5,2,-0.5
15468,13,1,-0.5,0.25,2,-0.5
15469,13,0,-0.5,-0.5,2,-0.5
15470,13,1,-0.5,0.0,2,-0.5
15471,13,1,-0.5,0.25,2,-0.5
15472,13,1,-0.5,0.0,2,0.5
15473,13,1,-0.5,0.0,2,0.5
15474,13,1,-0.5,0.25,2,0.5
15475,13,1,-0.5,0.25,2,-0.5
15476,13,1,-0.5,-0.5,2,-0.5
15477,13,1,-0.5,-0.5,2,0.5
15478,13,1,-0.5,0.0,2,0.5
15479,13,1,-0.5,-0.5,2,-0.5
15480,13,1,-0.5,-0.5,2,-0.5
15481,13,1,-0.5,0.0,2,-0.5
15482,13,1,-0.5,-0.5,2,-0.5
15483,13,1,-0.5,-0.5,2,-0.5
15484,13,1,-0.5,-0.5,2,0.5
15485,13,1,-0.5,0.0,2,-0.5
15486,13,1,-0.5,0.0,2,-0.5
15487,13,1,-0.5,0.0,2,-0.5
15488,13,1,-0.5,-0.5,2,-0.5
15489,13,1,-0.5,0.0,2,-0.5
15490,13,1,-0.5,0.25,2,0.5
15491,13,1,-0.5,0.25,2,-0.5
15492,13,1,-0.5,-0.5,2,0.5
15493,13,1,-0.5,0.0,2,0.5
15494,13,1,-0.5,-0.5,2,0.5
15495,13,0,-0.5,-0.5,2,-0.5
15496,13,1,-0.5,0.0,2,-0.5
15497,13,1,-0.5,-0.5,2,-0.5
15498,13,0,-0.5,-0.5,2,-0.5
15499,13,1,-0.5,0.25,2,0.5
15500,13,0,-0.5,-0.5,2,-0.5
15501,13,1,-0.5,0.25,2,0.5
15502,13,1,-0.5,0.25,2,-0.5
15503,13,0,-0.5,0.0,2,0.5
15504,13,1,-0.5,0.0,2,0.5
15505,13,1,-0.5,0.25,2,-0.5
15506,13,1,-0.5,0.0,2,0.5
15507,13,1,-0.5,0.0,2,0.5
15508,13,1,-0.5,0.25,2,-0.5
15509,13,1,-0.5,-0.5,2,0.5
15510,13,1,-0.5,-0.5,2,-0.5
15511,13,1,-0.5,0.0,2,0.5
15512,13,1,-0.5,0.0,2,-0.5
15513,13,1,-0.5,0.25,2,0.5
15514,13,1,-0.5,0.0,2,0.5
15515,13,1,-0.5,0.25,2,0.5
15516,13,1,-0.5,0.0,2,0.5
15517,13,1,-0.5,-0.5,2,0.5
15518,13,1,-0.5,0.25,2,0.5
15519,13,0,-0.5,-0.5,2,-0.5
15520,13,1,-0.5,0.0,2,-0.5
15521,13,1,-0.5,0.25,2,0.5
15522,13,1,-0.5,0.0,2,0.5
15523,13,1,-0.5,0.25,2,0.5
15524,13,1,-0.5,-0.5,2,-0.5
15525,13,1,-0.5,0.25,2,-0.5
15526,13,1,-0.5,0.25,2,0.5
15527,13,0,-0.5,-0.5,2,0.5
15528,13,1,-0.5,0.0,2,0.5
15529,13,1,-0.5,0.25,2,-0.5
15530,13,1,-0.5,0.25,2,-0.5
15531,13,1,-0.5,0.25,2,0.5
15532,13,0,-0.5,-0.5,2,0.5
15533,13,1,-0.5,0.25,2,-0.5
15534,13,1,-0.5,0.25,2,-0.5
15535,13,1,-0.5,0.0,2,-0.5
15536,13,1,-0.5,0.25,2,-0.5
15537,13,1,-0.5,0.0,2,0.5
15538,13,1,-0.5,0.0,2,-0.5
15539,13,1,-0.5,0.0,2,0.5
15540,13,1,-0.5,0.0,2,-0.5
15541,13,0,-0.5,0.25,2,0.5
15542,13,1,-0.5,-0.5,2,-0.5
15543,13,1,-0.5,0.25,2,-0.5
15544,13,1,-0.5,0.25,2,0.5
15545,13,1,-0.5,0.0,2,-0.5
15546,13,1,-0.5,0.25,2,-0.5
15547,13,1,-0.5,0.25,2,0.5
15548,13,1,-0.5,0.25,2,0.5
15549,13,0,-0.5,0.0,2,0.5
15550,13,1,-0.5,0.25,2,-0.5
15551,13,1,-0.5,0.25,2,0.5
15552,13,0,-0.5,-0.5,2,-0.5
15553,13,0,-0.5,0.0,2,0.5
15554,13,1,-0.5,0.25,2,-0.5
15555,13,1,-0.5,0.25,2,-0.5
15556,13,1,-0.5,0.0,2,-0.5
15557,13,1,-0.5,0.25,2,0.5
15558,13,1,-0.5,0.25,2,-0.5
15559,13,0,-0.5,0.0,2,0.5
15560,13,0,-0.5,-0.5,2,-0.5
15561,13,0,-0.5,-0.5,2,0.5
15562,13,0,-0.5,0.0,2,0.5
15563,13,1,-0.5,0.25,2,-0.5
15564,13,1,-0.5,-0.5,2,-0.5
15565,13,0,-0.5,-0.5,2,-0.5
15566,13,1,-0.5,0.0,2,0.5
15567,13,1,-0.5,-0.5,2,0.5
15568,13,1,-0.5,-0.5,2,-0.5
15569,13,0,-0.5,0.25,2,0.5
15570,13,1,-0.5,0.25,2,0.5
15571,13,0,-0.5,-0.5,2,0.5
15572,13,1,-0.5,0.25,2,0.5
15573,13,1,-0.5,0.0,2,-0.5
15574,13,1,-0.5,0.25,2,0.5
15575,13,1,-0.5,0.0,2,-0.5
15576,13,1,-0.5,0.0,2,0.5
15577,13,1,-0.5,-0.5,2,-0.5
15578,13,1,-0.5,0.0,2,-0.5
15579,13,1,-0.5,0.0,2,-0.5
15580,13,1,-0.5,0.0,2,0.5
15581,13,1,-0.5,0.25,2,-0.5
15582,13,1,-0.5,0.25,2,-0.5
15583,13,1,-0.5,0.0,2,-0.5
15584,13,1,-0.5,-0.5,2,-0.5
15585,13,1,-0.5,0.25,2,0.5
15586,13,1,-0.5,0.25,2,-0.5
15587,13,1,-0.5,-0.5,2,-0.5
15588,13,0,-0.5,-0.5,2,-0.5
15589,13,1,-0.5,0.0,2,0.5
15590,13,1,-0.5,0.0,2,-0.5
15591,13,0,-0.5,0.25,2,0.5
15592,13,1,-0.5,-0.5,2,-0.5
15593,13,1,-0.5,0.0,2,0.5
15594,13,0,-0.5,-0.5,2,0.5
15595,13,1,-0.5,0.0,2,-0.5
15596,13,1,-0.5,-0.5,2,-0.5
15597,13,1,-0.5,0.25,2,0.5
15598,13,1,-0.5,0.0,2,0.5
15599,13,1,-0.5,0.25,2,-0.5
15600,13,0,-0.5,-0.5,2,0.5
15601,13,1,-0.5,0.25,2,-0.5
15602,13,1,-0.5,0.25,2,0.5
15603,13,0,-0.5,-0.5,2,-0.5
15604,13,0,-0.5,0.0,2,0.5
15605,13,0,-0.5,0.25,2,0.5
15606,13,0,-0.5,-0.5,2,-0.5
15607,13,1,-0.5,0.25,2,0.5
15608,13,0,-0.5,-0.5,2,-0.5
15609,13,0,-0.5,0.25,2,-0.5
15610,13,1,-0.5,0.25,2,0.5
15611,13,1,-0.5,0.0,2,0.5
15612,13,0,-0.5,-0.5,2,0.5
15613,13,1,-0.5,0.0,2,0.5
15614,13,1,-0.5,-0.5,2,0.5
15615,13,0,-0.5,0.0,2,0.5
15616,13,1,-0.5,-0.5,2,-0.5
15617,13,0,-0.5,-0.5,2,0.5
15618,13,1,-0.5,0.25,2,-0.5
15619,13,1,-0.5,-0.5,2,0.5
15620,13,1,-0.5,0.0,2,0.5
15621,13,1,-0.5,0.0,2,-0.5
15622,13,1,-0.5,0.0,2,0.5
15623,13,0,-0.5,-0.5,2,-0.5
15624,13,0,-0.5,0.25,2,-0.5
15625,13,1,-0.5,0.0,2,-0.5
15626,13,1,-0.5,0.0,2,0.5
15627,13,1,-0.5,-0.5,2,0.5
15628,13,0,-0.5,-0.5,2,-0.5
15629,13,1,-0.5,0.25,2,0.5
15630,13,1,-0.5,0.0,2,-0.5
15631,13,1,-0.5,-0.5,2,0.5
15632,13,1,-0.5,-0.5,2,-0.5
15633,13,1,-0.5,-0.5,2,0.5
15634,13,1,-0.5,0.25,2,-0.5
15635,13,0,-0.5,-0.5,2,-0.5
15636,13,1,-0.5,-0.5,2,0.5
15637,13,1,-0.5,-0.5,2,-0.5
15638,13,1,-0.5,0.25,2,-0.5
15639,13,0,-0.5,0.0,2,-0.5
15640,13,1,-0.5,0.0,2,0.5
15641,13,1,-0.5,0.0,2,-0.5
15642,13,0,-0.5,-0.5,2,-0.5
15643,13,1,-0.5,0.25,2,0.5
15644,13,0,-0.5,0.0,2,0.5
15645,13,1,-0.5,0.0,2,-0.5
15646,13,0,-0.5,-0.5,2,0.5
15647,13,0,-0.5,-0.5,2,-0.5
15648,13,1,-0.5,-0.5,2,-0.5
15649,13,0,-0.5,0.0,2,0.5
15650,13,1,-0.5,0.25,2,-0.5
15651,13,1,-0.5,0.25,2,0.5
15652,13,1,-0.5,0.0,2,0.5
15653,13,1,-0.5,0.25,2,-0.5
15654,13,1,-0.5,0.0,2,0.5
15655,13,0,-0.5,-0.5,2,-0.5
15656,13,0,-0.5,-0.5,2,0.5
15657,13,1,-0.5,-0.5,2,-0.5
15658,13,1,-0.5,0.0,2,-0.5
15659,13,1,-0.5,0.25,2,-0.5
15660,13,1,-0.5,0.0,2,-0.5
15661,13,0,-0.5,-0.5,2,-0.5
15662,13,1,-0.5,0.25,2,0.5
15663,13,1,-0.5,0.25,2,0.5
15664,13,1,-0.5,0.0,2,0.5
15665,13,1,-0.5,0.25,2,-0.5
15666,13,1,-0.5,-0.5,2,-0.5
15667,13,1,-0.5,0.25,2,-0.5
15668,13,1,-0.5,0.25,2,0.5
15669,13,1,-0.5,-0.5,2,-0.5
15670,13,1,-0.5,0.25,2,-0.5
15671,13,0,-0.5,0.25,2,-0.5
15672,13,0,-0.5,0.25,2,0.5
15673,13,0,-0.5,-0.5,2,-0.5
15674,13,1,-0.5,0.25,2,-0.5
15675,13,1,-0.5,0.25,2,-0.5
15676,13,0,-0.5,-0.5,2,-0.5
15677,13,1,-0.5,0.0,2,0.5
15678,13,0,-0.5,0.0,2,-0.5
15679,13,1,-0.5,0.25,2,0.5
15680,13,1,-0.5,-0.5,2,-0.5
15681,13,1,-0.5,0.25,2,0.5
15682,13,0,-0.5,-0.5,2,-0.5
15683,13,1,-0.5,0.25,2,-0.5
15684,13,1,-0.5,-0.5,2,0.5
15685,13,1,-0.5,-0.5,2,-0.5
15686,13,1,-0.5,0.0,2,-0.5
15687,13,1,-0.5,-0.5,2,0.5
15688,13,1,-0.5,0.0,2,0.5
15689,13,1,-0.5,0.25,2,0.5
15690,13,1,-0.5,-0.5,2,-0.5
15691,13,1,-0.5,-0.5,2,-0.5
15692,13,0,-0.5,-0.5,2,0.5
15693,13,1,-0.5,0.25,2,0.5
15694,13,1,-0.5,0.0,2,0.5
15695,13,1,-0.5,0.0,2,-0.5
15696,13,1,-0.5,0.25,2,-0.5
15697,13,1,-0.5,0.25,2,0.5
15698,13,1,-0.5,-0.5,2,0.5
15699,13,1,-0.5,0.0,2,0.5
15700,13,1,-0.5,-0.5,2,0.5
15701,13,1,-0.5,-0.5,2,0.5
15702,13,1,-0.5,0.25,2,-0.5
15703,13,1,-0.5,0.25,2,0.5
15704,13,1,-0.5,-0.5,2,-0.5
15705,13,1,-0.5,0.0,2,0.5
15706,13,1,-0.5,0.25,2,-0.5
15707,13,1,-0.5,0.0,2,0.5
15708,13,1,-0.5,0.25,2,-0.5
15709,13,1,-0.5,-0.5,2,-0.5
15710,13,1,-0.5,0.25,2,-0.5
15711,13,1,-0.5,-0.5,2,-0.5
