,x2,y2
179,0.79,1.1512532626919414
180,0.8,1.039800825705799
181,0.81,0.9274840933055509
182,0.82,0.815777213332531
183,0.83,0.7062722723501803
184,0.84,0.6005667906744481
185,0.85,0.5002715107822728
186,0.86,0.4069663804996461
187,0.87,0.322051808013428
188,0.88,0.2467040609101168
189,0.89,0.18184488744174385
190,0.9,0.12795328652077864
191,0.91,0.08504105679049631
192,0.92,0.05268337331214901
193,0.93,0.029836281302623696
194,0.94,0.015069633528515348
195,0.95,0.006545846594350185
196,0.96,0.0023222724988838698
197,0.97,0.0007184611530657095
198,0.98,0.0003317089622797669
199,0.99,0.00016422473806861922
200,1.0,0.0
